Time_t;theoretical
2017-05-14 09:30;1.45638232502346
2017-05-14 09:45;1.45759558741704
2017-05-14 10:00;1.17183184424588
2017-05-14 10:15;0.917844421150761
2017-05-14 10:30;0.49047105159908
2017-05-14 10:45;1.44064860932986
2017-05-14 11:00;0.514849607970618
2017-05-14 11:15;0.43612360133838
2017-05-14 11:30;-0.115872810874066
2017-05-14 11:45;0.00981417297325038
2017-05-14 12:00;-0.0734303493437167
2017-05-14 12:15;-0.277057630470559
2017-05-14 12:30;-0.653302125776463
2017-05-14 12:45;-0.834641375762679
2017-05-14 13:00;-0.452725286120511
2017-05-14 13:15;-1.17750240796214
2017-05-14 13:30;-1.40210327710599
2017-05-14 13:45;-1.44708070816714
2017-05-14 14:00;-1.0216357726553
2017-05-14 14:15;-0.912766211574564
2017-05-14 14:30;-1.14296046573156
2017-05-14 14:45;-0.845245369454425
2017-05-14 15:00;-1.28996992044115
2017-05-14 15:15;-1.05891485441865
2017-05-14 15:30;-1.3123930725728
2017-05-14 15:45;-0.676783527566258
2017-05-14 16:00;-1.06484482693092
2017-05-14 16:15;-1.43138830758003
2017-05-14 16:30;-0.651009704606011
2017-05-14 16:45;-0.207669304007176
2017-05-14 17:00;0.24244525112907
2017-05-14 17:15;0.379303431106969
2017-05-14 17:30;0.313564948018808
2017-05-14 17:45;0.68308277759153
2017-05-14 18:00;0.4195853889563
2017-05-14 18:15;0.254993240655992
2017-05-14 18:30;1.4737387335553
2017-05-14 18:45;1.95992875086721
2017-05-14 19:00;1.76105436434796
2017-05-14 19:15;1.6280732965175
2017-05-14 19:30;2.2120837020514
2017-05-14 19:45;1.71509084477987
2017-05-14 20:00;1.91426887169014
2017-05-14 20:15;2.02591997775851
2017-05-14 20:30;2.0964826254535
2017-05-14 20:45;2.25673370218663
2017-05-14 21:00;2.26998148468873
2017-05-14 21:15;2.18509317495482
2017-05-14 21:30;2.21104117130528
2017-05-14 21:45;1.97804966057332
2017-05-14 22:00;2.09012077180569
2017-05-14 22:15;2.15629135304106
2017-05-14 22:30;2.01806242374218
2017-05-14 22:45;2.12153477804521
2017-05-14 23:00;2.061097831952
2017-05-14 23:15;2.2407729425307
2017-05-14 23:30;2.24132633586804
2017-05-14 23:45;2.10914199528769
2017-05-15 00:00;2.11209235087641
2017-05-15 00:15;2.08709839811225
2017-05-15 00:30;2.15816006142018
2017-05-15 00:45;2.10241680964011
2017-05-15 01:00;2.07791421378049
2017-05-15 01:15;1.87622648634007
2017-05-15 01:30;1.72894495488822
2017-05-15 01:45;1.70654290921027
2017-05-15 02:00;1.91235921810049
2017-05-15 02:15;1.74591839844755
2017-05-15 02:30;1.71620419763808
2017-05-15 02:45;1.77146035570556
2017-05-15 03:00;1.59043870554003
2017-05-15 03:15;1.70538742479497
2017-05-15 03:30;1.80591526562837
2017-05-15 03:45;2.1126889600278
2017-05-15 04:00;2.29251788670452
2017-05-15 04:15;2.1130734216315
2017-05-15 04:30;2.27587488529839
2017-05-15 04:45;2.36649546170166
2017-05-15 05:00;1.94764102162533
2017-05-15 05:15;2.31237503581229
2017-05-15 05:30;2.18494662511313
2017-05-15 05:45;2.37561551810143
2017-05-15 06:00;2.247964902288
2017-05-15 06:15;1.46084001695112
2017-05-15 06:30;1.51357616548221
2017-05-15 06:45;2.07791081635503
2017-05-15 07:00;1.43146293815241
2017-05-15 07:15;1.59247562329864
2017-05-15 07:30;2.01608807017432
2017-05-15 08:45;1.43239956039223
2017-05-15 09:00;1.4135405585263
2017-05-15 09:15;1.60901799575173
2017-05-15 09:30;1.94206362941291
2017-05-15 09:45;1.41605228399288
2017-05-15 10:00;1.41463349922608
2017-05-15 10:15;0.160173042346415
2017-05-15 10:30;-0.289902215700998
2017-05-15 10:45;-0.106605254400698
2017-05-15 11:00;-0.0785805499682724
2017-05-15 11:15;0.556404344284175
2017-05-15 11:30;1.45427542321004
2017-05-15 11:45;1.63467061202419
2017-05-15 12:00;0.644718712263796
2017-05-15 12:15;0.400325933748832
2017-05-15 12:30;0.359781871311647
2017-05-15 12:45;2.15033472608656
2017-05-15 13:00;2.82034831509144
2017-05-15 13:15;2.71032465937721
2017-05-15 13:30;2.40442739077297
2017-05-15 13:45;1.87442101065795
2017-05-15 14:00;1.83658656130028
2017-05-15 14:15;2.28966922867134
2017-05-15 14:30;2.71151863284123
2017-05-15 14:45;2.6077018459973
2017-05-15 15:00;2.98023471961158
2017-05-15 16:00;3.18710499059055
2017-05-15 16:15;3.05367716512067
2017-05-15 16:30;3.26015732827307
2017-05-15 16:45;3.24413516153817
2017-05-15 17:00;3.12227973115964
2017-05-15 17:15;3.08952542354693
2017-05-15 17:30;3.13937253347473
2017-05-15 17:45;3.75002008111066
2017-05-15 18:00;4.05847190728066
2017-05-15 18:15;4.25404164184947
2017-05-15 18:30;4.21174890118296
2017-05-15 18:45;4.16525530790154
2017-05-15 19:00;4.09038392852039
2017-05-15 19:15;3.9428281948857
2017-05-15 19:30;3.99286933992127
2017-05-15 19:45;3.85957456140693
2017-05-15 20:00;3.87616491056317
2017-05-15 20:15;4.00754935850441
2017-05-15 20:30;4.01998592035194
2017-05-15 20:45;4.06794297334388
2017-05-15 21:00;4.05302059854562
2017-05-15 21:15;4.02743580894633
2017-05-15 21:30;3.9691653693128
2017-05-15 21:45;3.95349358555851
2017-05-15 22:00;3.86007000576429
2017-05-15 22:15;3.73583575936936
2017-05-15 22:30;3.65373704060786
2017-05-15 22:45;3.65443429869205
2017-05-15 23:00;3.74018166428576
2017-05-15 23:15;3.69486050304781
2017-05-15 23:30;3.62257402018437
2017-05-15 23:45;3.58040987992162
2017-05-16 00:00;3.56269410457672
2017-05-16 00:15;3.38899057757082
2017-05-16 00:30;3.28887725437885
2017-05-16 00:45;3.31025116962039
2017-05-16 01:00;3.15406430723802
2017-05-16 01:15;3.03367859135633
2017-05-16 01:30;3.02121007353961
2017-05-16 01:45;3.06105299636015
2017-05-16 02:00;3.0434718282091
2017-05-16 02:15;3.05594541535842
2017-05-16 02:30;3.07004057193912
2017-05-16 02:45;3.14735757083615
2017-05-16 03:00;3.16417348442168
2017-05-16 03:15;3.37402469984764
2017-05-16 03:30;3.35577960320933
2017-05-16 03:45;3.37861665338277
2017-05-16 04:00;3.43537747401644
2017-05-16 04:15;3.47196301527088
2017-05-16 04:30;3.50064985511977
2017-05-16 04:45;3.75756376827331
2017-05-16 05:00;3.77981652097164
2017-05-16 05:15;3.93864868249698
2017-05-16 05:30;3.97918204884482
2017-05-16 05:45;4.060161662092
2017-05-16 06:00;4.06372398480456
2017-05-16 06:15;4.09284699452908
2017-05-16 06:30;4.1250324148109
2017-05-16 06:45;4.21190027913536
2017-05-16 07:00;4.21876548638718
2017-05-16 07:15;4.28160918877879
2017-05-16 07:30;4.30392931361619
2017-05-16 07:45;4.20969499885104
2017-05-16 08:00;4.10318339627768
2017-05-16 08:15;3.97539440725095
2017-05-16 08:30;3.96443520095296
2017-05-16 08:45;4.34840454525558
2017-05-16 09:00;4.02557604239067
2017-05-16 09:15;3.97132435257048
2017-05-16 09:30;3.86442936467991
2017-05-16 09:45;3.62910428052088
2017-05-16 10:00;3.18189343147363
2017-05-16 10:15;2.87966644785354
2017-05-16 10:30;3.45715439975509
2017-05-16 10:45;2.35584723122064
2017-05-16 11:00;2.53239648332757
2017-05-16 11:15;2.76356195617264
2017-05-16 11:30;2.71679739407472
2017-05-16 11:45;3.37976210260103
2017-05-16 12:00;3.536132145272
2017-05-16 12:15;3.43417434198908
2017-05-16 12:30;3.63333872988235
2017-05-16 12:45;3.09375524139406
2017-05-16 13:00;3.28041929182034
2017-05-16 13:15;3.32578956771184
2017-05-16 13:30;3.4116071299171
2017-05-16 13:45;3.33497761977214
2017-05-16 14:00;3.33944464572604
2017-05-16 14:15;2.68694457469427
2017-05-16 14:30;2.44459954322059
2017-05-16 14:45;3.14376881615075
2017-05-16 15:00;2.80633047857239
2017-05-16 15:15;3.27179822335948
2017-05-16 15:30;3.49093132615042
2017-05-16 15:45;3.17824114741658
2017-05-16 16:00;3.20385012286452
2017-05-16 16:15;3.06562936997221
2017-05-16 16:30;2.88787632279279
2017-05-16 16:45;2.74829818040831
2017-05-16 17:00;3.02742932902862
2017-05-16 17:15;3.13578960040416
2017-05-16 17:30;2.71243490595241
2017-05-16 17:45;3.10491373181807
2017-05-16 18:00;3.29315326863173
2017-05-16 18:15;3.21579931832169
2017-05-16 18:30;3.51202037342618
2017-05-16 18:45;3.455340316817
2017-05-16 19:00;3.6276755234666
2017-05-16 19:15;3.51984928713949
2017-05-16 19:30;3.35100865042151
2017-05-16 19:45;3.25195065533567
2017-05-16 20:00;3.36537635316703
2017-05-16 20:15;3.1110065920921
2017-05-16 20:30;2.95437479633818
2017-05-16 20:45;2.65049858853389
2017-05-16 21:00;2.76381836855727
2017-05-16 21:15;2.58675434616811
2017-05-16 21:30;2.50183683619213
2017-05-16 21:45;2.44583678526369
2017-05-16 22:00;2.38433712245088
2017-05-16 22:15;2.41236026107507
2017-05-16 22:30;2.47403907570191
2017-05-16 22:45;2.35414760492752
2017-05-16 23:00;2.22412768688368
2017-05-16 23:15;2.18793057936121
2017-05-16 23:30;2.17010070910692
2017-05-16 23:45;2.10390912340853
2017-05-17 00:00;2.08142227125448
2017-05-17 00:15;2.09781868458207
2017-05-17 00:30;2.07611003738611
2017-05-17 00:45;2.14857936820542
2017-05-17 01:00;2.16605701377573
2017-05-17 01:15;2.33162357636908
2017-05-17 01:30;2.43144945364566
2017-05-17 01:45;2.47303783063143
2017-05-17 02:00;2.37819189573618
2017-05-17 02:15;2.51149004791294
2017-05-17 02:30;2.48190339975315
2017-05-17 02:45;2.57800200590064
2017-05-17 03:00;2.57010279227197
2017-05-17 03:15;2.58076979188446
2017-05-17 03:30;2.46700716354501
2017-05-17 03:45;2.39348771233351
2017-05-17 04:00;2.51777038352018
2017-05-17 04:15;2.56646285365882
2017-05-17 04:30;2.73593615844416
2017-05-17 04:45;2.82367828764184
2017-05-17 05:00;3.31311561511394
2017-05-17 05:15;3.32307402789152
2017-05-17 05:30;3.12853908043525
2017-05-17 05:45;2.64478996475457
2017-05-17 06:00;2.57703632871453
2017-05-17 06:15;2.18598836762614
2017-05-17 06:30;2.50600365217201
2017-05-17 06:45;2.66299571790983
2017-05-17 07:00;2.4453251822024
2017-05-17 07:15;2.24192961775832
2017-05-17 07:30;2.56696497826739
2017-05-17 07:45;2.77989082544853
2017-05-17 08:00;2.26466929412452
2017-05-17 08:15;2.24019589396225
2017-05-17 08:30;2.01703739850474
2017-05-17 08:45;2.14254357831862
2017-05-17 09:00;1.06956289378536
2017-05-17 09:15;1.27520488306143
2017-05-17 09:30;1.44468231403117
2017-05-17 09:45;0.385416778153186
2017-05-17 10:00;0.176128115790888
2017-05-17 10:15;0.0841091221780914
2017-05-17 10:30;-0.505099057424381
2017-05-17 10:45;0.212864944742755
2017-05-17 11:00;-0.411266660663877
2017-05-17 11:15;-0.31386143952809
2017-05-17 11:30;-0.107095630061352
2017-05-17 11:45;0.112247173485315
2017-05-17 12:00;-0.00748690297992738
2017-05-17 12:15;0.0899060027387719
2017-05-17 12:30;0.335142233981522
2017-05-17 12:45;-0.261001687892374
2017-05-17 13:00;0.113501004969983
2017-05-17 13:15;-0.00476867495640931
2017-05-17 13:30;-0.517710383029538
2017-05-17 13:45;-0.316043506983782
