Time_t;theoretical;Time_o;observed
2017-05-10 04:45;-0.0271227672849577;2017-05-10 19:46;0.132255
2017-05-10 05:00;-0.132733593249718;2017-05-10 19:56;0.361438
2017-05-10 05:15;0.00352811793093366;2017-05-10 20:06;0.55909
2017-05-10 05:30;0.230628624104128;2017-05-10 20:16;0.340616
2017-05-10 05:45;0.303598107546627;2017-05-10 20:26;0.470062
2017-05-10 06:00;0.367373623155217;2017-05-10 20:36;0.665265
2017-05-10 06:15;0.479516199975379;2017-05-10 20:45;0.602959
2017-05-10 06:30;0.260856188347901;2017-05-10 20:55;0.71107
2017-05-10 06:45;0.102959047913366;2017-05-10 21:05;0.699132
2017-05-10 07:00;-0.708208244007807;2017-05-10 21:15;0.62428
2017-05-10 07:15;-0.916550294118601;2017-05-10 21:25;0.654291
2017-05-10 07:30;-0.838371772974597;2017-05-10 21:35;0.646697
2017-05-10 07:45;-1.17720437698259;2017-05-10 21:45;0.793852
2017-05-10 08:00;-1.30750675053483;2017-05-10 21:55;0.928392
2017-05-10 08:15;-1.99479137327617;2017-05-10 22:05;0.845685
2017-05-10 08:30;-2.04650397967151;2017-05-10 22:15;0.740765
2017-05-10 08:45;-1.69636538591164;2017-05-10 22:25;0.772962
2017-05-10 09:00;-1.75902373089209;2017-05-10 22:35;0.931918
2017-05-10 09:15;-1.64531938547527;2017-05-10 22:45;0.922259
2017-05-10 09:30;-2.10043441876767;2017-05-10 22:55;0.999571
2017-05-10 09:45;-2.17063425317532;2017-05-10 23:05;0.960854
2017-05-10 10:00;-2.13598754969096;2017-05-10 23:15;0.852806
2017-05-10 10:15;-2.27579173295865;2017-05-10 23:25;0.885126
2017-05-10 10:30;-2.08049987333231;2017-05-10 23:35;1.012739
2017-05-10 10:45;-2.63123600526599;2017-05-10 23:45;0.94107
2017-05-10 11:00;-2.52662076193319;2017-05-10 23:55;0.871416
2017-05-10 11:15;-2.24475194656362;2017-05-11 00:04;0.885952
2017-05-10 11:30;-2.56075473603652;2017-05-11 00:14;0.981159
2017-05-10 11:45;-2.42392847720873;2017-05-11 00:24;0.971708
2017-05-10 12:00;-2.03383607797409;2017-05-11 00:34;0.920177
2017-05-10 12:15;-1.86464140210996;2017-05-11 00:44;0.889818
2017-05-10 12:30;-1.99734953390448;2017-05-11 00:54;0.905551
2017-05-10 12:45;-1.81638673230957;2017-05-11 01:04;0.86222
2017-05-10 13:00;-2.17104706777612;2017-05-11 01:14;0.874604
2017-05-10 13:15;-1.84386550768937;2017-05-11 01:24;0.896915
2017-05-10 13:30;-2.0397268542721;2017-05-11 01:34;0.88812
2017-05-10 13:45;-2.16126074741257;2017-05-11 01:44;0.861617
2017-05-10 14:00;-1.8753877870418;2017-05-11 01:54;0.847901
2017-05-10 14:15;-2.29987305903379;2017-05-11 02:04;0.842894
2017-05-10 14:30;-2.223753334296;2017-05-11 02:14;0.814698
2017-05-10 14:45;-2.24518174379028;2017-05-11 02:24;0.794231
2017-05-10 15:00;-2.31501606567738;2017-05-11 02:34;0.77754
2017-05-10 15:15;-2.23686201284747;2017-05-11 02:44;0.779237
2017-05-10 15:30;-2.08625823597914;2017-05-11 02:54;0.803506
2017-05-10 15:45;-2.16796288221541;2017-05-11 03:04;0.796296
2017-05-10 16:00;-1.97655327866458;2017-05-11 03:14;0.812614
2017-05-10 16:15;-2.31395600836692;2017-05-11 03:23;0.812893
2017-05-10 16:30;-2.00706605584529;2017-05-11 03:33;0.830957
2017-05-10 16:45;-1.96282465144659;2017-05-11 03:43;0.832111
2017-05-10 17:00;-1.90427772486826;2017-05-11 03:53;0.81948
2017-05-10 17:15;-1.81109979051538;2017-05-11 04:03;0.805763
2017-05-10 17:30;-1.75180663399211;2017-05-11 04:14;0.78312
2017-05-10 17:45;-1.51819103373479;2017-05-11 04:24;0.844538
2017-05-10 18:00;-1.23654242284561;2017-05-11 04:34;0.839798
2017-05-10 18:15;-1.1920807758674;2017-05-11 04:44;0.876205
2017-05-10 18:30;-1.02399609044107;2017-05-11 04:54;0.889122
2017-05-10 18:45;-0.705238205946394;2017-05-11 05:04;0.902194
2017-05-10 19:00;-0.627348848167607;2017-05-11 05:14;1.004991
2017-05-10 19:15;-0.670320672680091;2017-05-11 05:24;1.031918
2017-05-10 19:30;-0.854493122393961;2017-05-11 05:34;1.027566
2017-05-10 19:45;-0.76967170377533;2017-05-11 05:44;1.021062
2017-05-10 20:00;-0.483757265897538;2017-05-11 05:54;0.980223
2017-05-10 20:15;-0.585910626786792;2017-05-11 06:04;0.987626
2017-05-10 20:30;-0.691268484336888;2017-05-11 06:13;1.052527
2017-05-10 20:45;-0.372640120465483;2017-05-11 06:23;1.055065
2017-05-10 21:00;-0.245090534441623;2017-05-11 06:33;1.043554
2017-05-10 21:15;-0.259144233818361;2017-05-11 06:43;0.991031
2017-05-10 21:30;-0.480140450250438;2017-05-11 06:53;0.971377
2017-05-10 21:45;-0.443418702620626;2017-05-11 07:03;1.067059
2017-05-10 22:00;-0.425565978631248;2017-05-11 07:13;1.158254
2017-05-10 22:15;-0.580400314455225;2017-05-11 07:23;1.122024
2017-05-10 22:30;-0.318374277326619;2017-05-11 07:33;1.211553
2017-05-10 22:45;-0.344306659724687;2017-05-11 07:43;0.962157
2017-05-10 23:00;-0.37167201368257;2017-05-11 07:53;0.86048
2017-05-10 23:15;-0.385838108008208;2017-05-11 08:03;0.889513
2017-05-10 23:30;-0.341196586434876;2017-05-11 08:13;0.794314
2017-05-10 23:45;-0.335304863051384;2017-05-11 08:23;0.71739
2017-05-11 00:00;-0.348061182282812;2017-05-11 08:32;0.635397
2017-05-11 00:15;-0.39736489738597;2017-05-11 08:42;0.67438
2017-05-11 00:30;-0.433274088582827;2017-05-11 08:52;0.7762
2017-05-11 00:45;-0.434691682638977;2017-05-11 09:02;0.742661
2017-05-11 01:00;-0.445453784674484;2017-05-11 09:12;0.727828
2017-05-11 01:15;-0.428113028306022;2017-05-11 09:22;0.697963
2017-05-11 01:30;-0.371207007216796;2017-05-11 09:32;0.672278
2017-05-11 01:45;-0.344977326818452;2017-05-11 09:42;0.746838
2017-05-11 02:00;-0.407566530770865;2017-05-11 09:52;0.449399
2017-05-11 02:15;-0.423787047865225;2017-05-11 10:02;0.42598
2017-05-11 02:30;-0.35146996305042;2017-05-11 10:12;0.477049
2017-05-11 02:45;-0.414564088449197;2017-05-11 10:22;0.618157
2017-05-11 03:00;-0.35693821247348;2017-05-11 10:32;0.241147
2017-05-11 03:15;-0.263456767775757;2017-05-11 10:42;0.356517
2017-05-11 03:30;-0.304909202813455;2017-05-11 10:52;0.371298
2017-05-11 03:45;-0.260815557418262;2017-05-11 11:01;0.494858
2017-05-11 04:00;-0.153025035295656;2017-05-11 11:11;0.050395
2017-05-11 04:15;-0.212234331783641;2017-05-11 11:21;0.296388
2017-05-11 04:30;0.00593589248582305;2017-05-11 11:31;0.08698
2017-05-11 04:45;-0.310702975530603;2017-05-11 11:41;0.161042
2017-05-11 05:00;-0.380950629180049;2017-05-11 11:51;0.029472
2017-05-11 05:15;-0.316300233550145;2017-05-11 12:01;0.214267
2017-05-11 05:30;-0.274114998145699;2017-05-11 12:11;0.154571
2017-05-11 05:45;-0.320460294533113;2017-05-11 12:21;0.236688
2017-05-11 06:00;-0.795340354432831;2017-05-11 12:31;0.450864
2017-05-11 06:15;-1.07915456566972;2017-05-11 12:41;0.52345
2017-05-11 06:30;-1.15117458839482;2017-05-11 12:51;0.033619
2017-05-11 06:45;-1.14868126406884;2017-05-11 13:01;-0.017988
2017-05-11 07:00;-1.41083777237514;2017-05-11 13:11;0.055475
2017-05-11 08:00;-1.3083927627324;2017-05-11 13:21;0.165056
2017-05-11 08:15;-1.19861800299525;2017-05-11 13:31;0.007297
2017-05-11 08:30;-0.911702881448285;2017-05-11 13:41;0.160193
2017-05-11 08:45;-1.19678883713832;2017-05-11 13:51;0.124826
2017-05-11 09:00;-1.30144553644417;2017-05-11 14:01;0.23284
2017-05-11 09:15;-1.24479191950542;2017-05-11 14:11;0.361004
2017-05-11 09:30;-1.38404921191502;2017-05-11 14:21;0.2271
2017-05-11 09:45;-1.21292274570632;2017-05-11 14:31;0.126143
2017-05-11 10:00;-1.37622604603945;2017-05-11 14:41;0.010283
2017-05-11 10:15;-0.964536526855632;2017-05-11 14:51;0.009992
2017-05-11 10:30;-1.41232990538551;2017-05-11 15:01;-0.028563
2017-05-11 10:45;-1.64592741013952;2017-05-11 15:11;-0.000404
2017-05-11 11:00;-1.49567656200693;2017-05-11 15:21;-0.079624
2017-05-11 11:15;-1.61475915026467;2017-05-11 15:30;-0.270954
2017-05-11 11:30;-1.57083671096675;2017-05-11 15:40;0.002059
2017-05-11 11:45;-0.67839537407869;2017-05-11 15:50;-0.096496
2017-05-11 12:00;-1.69325197804267;2017-05-11 16:00;-0.561104
2017-05-11 12:15;-1.53079979533585;2017-05-11 16:10;-0.344875
2017-05-11 12:30;-1.24808167300956;2017-05-11 16:20;-0.506283
2017-05-11 12:45;-1.78221089621916;2017-05-11 16:30;-0.539254
2017-05-11 13:30;-1.42488166257999;2017-05-11 16:40;-0.375168
2017-05-11 13:45;-1.73142267538475;2017-05-11 16:50;-0.411782
2017-05-11 14:00;-1.74937079052679;2017-05-11 17:00;-0.484776
2017-05-11 14:15;-2.01712829095197;2017-05-11 17:10;-0.452579
2017-05-11 14:30;-1.76287868756513;2017-05-11 17:20;-0.48455
2017-05-11 14:45;-1.50249611668678;2017-05-11 17:30;-0.451776
2017-05-11 15:00;-2.36838733092812;2017-05-11 17:40;-0.667595
2017-05-11 15:15;-1.58103882086125;2017-05-11 17:50;-0.558375
2017-05-11 15:30;-1.67484291046475;2017-05-11 18:00;-0.348488
2017-05-11 15:45;-2.03533024827728;2017-05-11 18:10;-0.530099
2017-05-11 16:00;-1.93339634207458;2017-05-11 18:20;-0.857341
2017-05-11 16:15;-2.01087152034775;2017-05-11 18:30;-0.527545
2017-05-11 16:30;-2.16046269933037;2017-05-11 18:40;-0.909429
2017-05-11 16:45;-2.07577850016121;2017-05-11 18:49;-0.948942
2017-05-11 17:00;-2.20823042454021;2017-05-11 18:59;-0.931777
2017-05-11 17:15;-1.43109203914904;2017-05-11 19:09;-0.752255
2017-05-11 17:30;-1.39009577390072;2017-05-11 19:19;-0.580387
2017-05-11 17:45;-1.2064153421645;2017-05-11 19:29;0.134728
2017-05-11 18:00;-0.948283152254731;2017-05-11 19:39;0.329161
2017-05-11 18:15;-0.394174334999299;2017-05-11 19:49;0.48803
2017-05-11 18:30;-0.0734489770074376;2017-05-11 19:59;0.552921
2017-05-11 18:45;0.417716408931859;2017-05-11 20:09;0.597633
2017-05-11 19:00;0.223187459892323;2017-05-11 20:19;0.928174
2017-05-11 19:15;0.665549356744741;2017-05-11 20:29;0.867251
2017-05-11 19:30;0.533302306805943;2017-05-11 20:39;1.105382
2017-05-11 19:45;1.0477629870819;2017-05-11 20:49;0.876427
2017-05-11 20:00;0.782497592636823;2017-05-11 20:59;0.990338
2017-05-11 20:15;1.27286740645707;2017-05-11 21:09;1.305819
2017-05-11 20:30;0.98644442180823;2017-05-11 21:19;1.113957
2017-05-11 20:45;0.930915109991624;2017-05-11 21:29;1.31279
2017-05-11 21:00;0.913824718228071;2017-05-11 21:39;1.328513
2017-05-11 21:15;1.03692801309809;2017-05-11 21:49;1.015018
2017-05-11 21:30;1.1754606612903;2017-05-11 21:59;1.215197
2017-05-11 21:45;1.13748430465325;2017-05-11 22:09;1.26618
2017-05-11 22:00;0.824678494389062;2017-05-11 22:20;1.259166
2017-05-11 22:15;1.03207999221687;2017-05-11 22:30;1.202012
2017-05-11 22:30;0.861222269439999;2017-05-11 22:40;1.232876
2017-05-11 22:45;0.862551066712903;2017-05-11 22:49;1.220105
2017-05-11 23:00;0.809865159997983;2017-05-11 22:59;1.233285
2017-05-11 23:15;0.738475812959166;2017-05-11 23:09;1.258736
2017-05-11 23:30;0.78707905090868;2017-05-11 23:19;1.260039
2017-05-11 23:45;0.867578971820343;2017-05-11 23:29;1.208799
2017-05-12 00:00;0.806605292853362;2017-05-11 23:39;1.206936
2017-05-12 00:15;0.873636504529863;2017-05-11 23:49;1.1594
2017-05-12 00:30;0.969329898005874;2017-05-11 23:59;1.162683
2017-05-12 00:45;0.95151768053897;2017-05-12 00:09;1.127047
2017-05-12 01:00;0.983196497203508;2017-05-12 00:19;1.083549
2017-05-12 01:15;1.08660385306744;2017-05-12 00:29;1.145669
2017-05-12 01:30;1.10127255178418;2017-05-12 00:39;1.12065
2017-05-12 01:45;1.09060354191421;2017-05-12 00:49;1.069979
2017-05-12 02:00;1.18183628854997;2017-05-12 00:59;1.106315
2017-05-12 02:15;1.17078494391465;2017-05-12 01:09;1.115874
2017-05-12 02:30;1.12496953631127;2017-05-12 01:19;1.086595
2017-05-12 02:45;1.13772333134963;2017-05-12 01:29;1.096388
2017-05-12 03:00;1.13064503056589;2017-05-12 01:39;1.031146
2017-05-12 03:15;1.10690708192896;2017-05-12 01:49;0.99468
2017-05-12 03:30;1.22269400697335;2017-05-12 01:59;0.965072
2017-05-12 03:45;1.20270786834035;2017-05-12 02:08;0.983995
2017-05-12 04:00;1.19270211108488;2017-05-12 02:18;1.063964
2017-05-12 04:15;1.23901843018421;2017-05-12 02:28;1.119547
2017-05-12 04:30;1.31110483874342;2017-05-12 02:38;1.15699
2017-05-12 04:45;1.37292099374115;2017-05-12 02:48;1.233139
2017-05-12 05:00;1.43781462195538;2017-05-12 02:58;1.192138
2017-05-12 05:15;1.40051291591329;2017-05-12 03:08;1.216004
2017-05-12 05:30;1.48313626610043;2017-05-12 03:18;1.228823
2017-05-12 05:45;1.55827932769431;2017-05-12 03:28;1.216021
2017-05-12 06:00;1.62722498816115;2017-05-12 03:38;1.139935
2017-05-12 06:15;1.73889167614895;2017-05-12 03:48;1.14411
2017-05-12 06:30;1.85553786849853;2017-05-12 03:58;1.254993
2017-05-12 06:45;2.01658487564492;2017-05-12 04:08;1.271039
2017-05-12 07:00;2.12508664582869;2017-05-12 04:18;1.232385
2017-05-12 07:15;2.25741442657301;2017-05-12 04:28;1.21629
2017-05-12 07:30;2.26090265927991;2017-05-12 04:38;1.241878
2017-05-12 07:45;2.26073109370947;2017-05-12 04:48;1.267388
2017-05-12 08:00;2.31925668144017;2017-05-12 04:58;1.283218
2017-05-12 08:15;2.45069707367296;2017-05-12 05:08;1.41496
2017-05-12 08:30;2.56320069178629;2017-05-12 05:18;1.450016
2017-05-12 08:45;2.74075437222074;2017-05-12 05:27;1.306916
2017-05-12 09:00;2.7110780959819;2017-05-12 05:37;1.352277
2017-05-12 09:15;2.74315967978288;2017-05-12 05:47;1.371938
2017-05-12 09:30;2.79568136236499;2017-05-12 05:57;1.414466
2017-05-12 09:45;2.87821755585014;2017-05-12 06:07;1.581331
2017-05-12 10:00;2.85745243404783;2017-05-12 06:17;1.679099
2017-05-12 10:15;2.98256141484971;2017-05-12 06:27;1.826377
2017-05-12 10:30;3.12288338709737;2017-05-12 06:37;1.898128
2017-05-12 10:45;3.13201349707387;2017-05-12 06:47;1.929557
2017-05-12 11:00;3.15835654287507;2017-05-12 06:57;2.019658
2017-05-12 11:15;3.09683365025992;2017-05-12 07:07;1.862592
2017-05-12 11:30;3.46687297205303;2017-05-12 07:17;1.917813
2017-05-12 11:45;3.39626572957857;2017-05-12 07:26;1.850339
2017-05-12 12:00;3.14774047355085;2017-05-12 07:36;1.827668
2017-05-12 12:15;3.22663621812269;2017-05-12 07:46;1.821476
2017-05-12 12:30;3.33564382282697;2017-05-12 07:56;1.827496
2017-05-12 12:45;3.1157503313776;2017-05-12 08:06;1.885616
2017-05-12 13:00;2.66737930786535;2017-05-12 08:16;1.907369
2017-05-12 13:15;2.57616571711534;2017-05-12 08:26;1.915623
2017-05-12 13:30;2.40082887201261;2017-05-12 08:36;1.918474
2017-05-12 13:45;2.25669505365461;2017-05-12 08:46;2.082456
2017-05-12 14:00;2.44409609365427;2017-05-12 08:56;2.052239
2017-05-12 14:15;2.27742105171818;2017-05-12 09:06;2.017283
2017-05-12 14:30;2.51364593820443;2017-05-12 09:16;2.070403
2017-05-12 14:45;2.47889933779643;2017-05-12 09:26;1.991206
2017-05-12 15:00;2.5286569865087;2017-05-12 09:36;2.015657
2017-05-12 15:15;2.59122532608583;2017-05-12 09:46;2.200029
2017-05-12 15:30;2.58270757067231;2017-05-12 09:55;2.548749
2017-05-12 15:45;2.55168481692973;2017-05-12 10:05;2.556444
2017-05-12 16:00;2.62280408143697;2017-05-12 10:15;2.864919
2017-05-12 16:15;2.46833968166558;2017-05-12 10:25;2.757428
2017-05-12 16:30;2.46191752088115;2017-05-12 10:35;2.772714
2017-05-12 16:45;2.30573011514745;2017-05-12 10:45;2.853707
2017-05-12 17:00;2.30394775151592;2017-05-12 10:55;2.748016
2017-05-12 17:15;2.45514548411222;2017-05-12 11:05;2.811797
2017-05-12 17:30;2.45692303602734;2017-05-12 11:15;2.785845
2017-05-12 17:45;2.38048607841945;2017-05-12 11:25;2.65755
2017-05-12 18:00;2.44758565746148;2017-05-12 11:35;2.660506
2017-05-12 18:15;2.44082100681265;2017-05-12 11:45;2.620297
2017-05-12 18:30;2.43713238743887;2017-05-12 11:55;2.602518
2017-05-12 18:45;2.53027377911656;2017-05-12 12:05;2.651062
2017-05-12 19:00;2.59610406953844;2017-05-12 12:15;2.683408
2017-05-12 19:15;2.67877148258815;2017-05-12 12:24;2.576496
2017-05-12 19:30;2.70807748688192;2017-05-12 12:34;2.589493
2017-05-12 19:45;2.75442680192407;2017-05-12 12:44;2.432182
2017-05-12 20:00;2.79611505671254;2017-05-12 12:54;2.534944
2017-05-12 20:15;2.80436126805725;2017-05-12 13:04;2.483481
2017-05-12 20:30;2.86352022674399;2017-05-12 13:14;2.570781
2017-05-12 20:45;2.88710400608375;2017-05-12 13:24;2.596343
2017-05-12 21:00;2.88080964445801;2017-05-12 13:34;2.508563
2017-05-12 21:15;2.89945137648504;2017-05-12 13:44;2.477938
2017-05-12 21:30;2.87520448026644;2017-05-12 13:54;2.662862
2017-05-12 21:45;2.81381537834383;2017-05-12 14:04;2.733877
2017-05-12 22:00;2.84494433149077;2017-05-12 14:14;2.627301
2017-05-12 22:15;2.79305226757518;2017-05-12 14:24;2.441012
2017-05-12 22:30;2.81090843143009;2017-05-12 14:34;2.211894
2017-05-12 22:45;2.75362851318032;2017-05-12 14:44;2.301537
2017-05-12 23:00;2.72716606113507;2017-05-12 14:53;2.220206
2017-05-12 23:15;2.73326382783015;2017-05-12 15:03;2.140522
2017-05-12 23:30;2.73909424270247;2017-05-12 15:13;2.031091
2017-05-12 23:45;2.76436309153021;2017-05-12 15:23;2.110155
2017-05-13 00:00;2.78512100183705;2017-05-12 15:33;1.732406
2017-05-13 00:15;2.77932491649199;2017-05-12 15:43;1.72409
2017-05-13 00:30;2.80731475701899;2017-05-12 15:53;2.136491
2017-05-13 00:45;2.80440983598309;2017-05-12 16:03;1.967725
2017-05-13 01:00;2.78190560601345;2017-05-12 16:14;1.587741
2017-05-13 01:15;2.76937724793813;2017-05-12 16:24;1.952178
2017-05-13 01:30;2.79593386294272;2017-05-12 16:34;2.047328
2017-05-13 01:45;2.83043063321941;2017-05-12 16:44;1.946433
2017-05-13 02:00;2.84350214703704;2017-05-12 16:54;1.896604
2017-05-13 02:15;2.80693561479076;2017-05-12 17:04;1.816123
2017-05-13 02:30;2.80317812202407;2017-05-12 17:14;1.952951
2017-05-13 02:45;2.83998442687348;2017-05-12 17:24;1.986531
2017-05-13 03:00;2.81965631036607;2017-05-12 17:34;1.872216
2017-05-13 03:15;2.83470203332745;2017-05-12 17:44;1.92353
2017-05-13 03:30;2.87213380877919;2017-05-12 17:53;2.092478
2017-05-13 03:45;2.85933837469446;2017-05-12 18:03;2.068024
2017-05-13 04:00;2.90222621174591;2017-05-12 18:13;2.153765
2017-05-13 04:15;2.95897963261509;2017-05-12 18:23;2.078833
2017-05-13 04:30;3.00364236055749;2017-05-12 18:33;2.007354
2017-05-13 04:45;3.00545992157589;2017-05-12 18:43;2.034031
2017-05-13 05:00;3.02090419821376;2017-05-12 18:53;1.904802
2017-05-13 05:15;3.07824267628221;2017-05-12 19:03;2.033333
2017-05-13 05:30;3.08622701087828;2017-05-12 19:13;1.90614
2017-05-13 05:45;3.13976342378204;2017-05-12 19:23;1.941633
2017-05-13 06:00;3.17428740372102;2017-05-12 19:33;1.998906
2017-05-13 06:15;3.18651066384707;2017-05-12 19:43;1.726794
2017-05-13 06:30;3.17705473396827;2017-05-12 19:53;1.788008
2017-05-13 06:45;3.2182871856408;2017-05-12 20:03;1.823294
2017-05-13 07:00;3.23409326705719;2017-05-12 20:13;1.956525
2017-05-13 07:15;3.38330267673408;2017-05-12 20:22;1.961944
2017-05-13 07:30;3.28803328278068;2017-05-12 20:32;2.1729
2017-05-13 07:45;3.36286208455788;2017-05-12 20:42;2.018825
2017-05-13 08:00;3.35371207473216;2017-05-12 20:52;2.021987
2017-05-13 08:15;3.34066981826602;2017-05-12 21:02;2.073778
2017-05-13 08:30;3.41636432538272;2017-05-12 21:12;2.05214
2017-05-13 08:45;3.32954005985378;2017-05-12 21:22;2.113839
2017-05-13 09:00;3.32483873957223;2017-05-12 21:32;2.161364
2017-05-13 09:15;3.23862701913902;2017-05-12 21:42;2.189542
2017-05-13 09:30;3.19228825777876;2017-05-12 21:52;2.175841
2017-05-13 09:45;3.04013559381623;2017-05-12 22:02;2.120294
2017-05-13 10:00;3.13134673790003;2017-05-12 22:12;2.294814
2017-05-13 10:15;3.15675434816734;2017-05-12 22:22;2.566457
2017-05-13 10:30;2.99591626933383;2017-05-12 22:32;2.703322
2017-05-13 10:45;3.01725526116356;2017-05-12 22:42;2.666865
2017-05-13 11:00;2.96335872092838;2017-05-12 22:51;2.686251
2017-05-13 11:15;2.98980894380184;2017-05-12 23:01;2.841784
2017-05-13 11:30;2.83207691259103;2017-05-12 23:11;2.893706
2017-05-13 11:45;2.91710621677062;2017-05-12 23:21;2.777764
2017-05-13 12:00;2.79167839133229;2017-05-12 23:31;2.796576
2017-05-13 12:15;2.64565081287115;2017-05-12 23:41;2.70133
2017-05-13 12:30;2.74685804009637;2017-05-12 23:51;2.676648
2017-05-13 12:45;2.83712872426827;2017-05-13 00:01;2.676041
2017-05-13 13:00;2.76118852442389;2017-05-13 00:11;2.764252
2017-05-13 13:15;2.76962628392255;2017-05-13 00:21;2.642815
2017-05-13 13:30;2.79402284194083;2017-05-13 00:31;2.713828
2017-05-13 13:45;2.80651222189637;2017-05-13 00:41;2.727009
2017-05-13 14:00;2.77975963014408;2017-05-13 00:51;2.721614
2017-05-13 14:15;2.81702933269494;2017-05-13 01:01;2.801002
2017-05-13 14:30;2.85888220689323;2017-05-13 01:11;2.778206
2017-05-13 14:45;2.72992496406312;2017-05-13 01:20;2.712081
2017-05-13 15:00;2.85480516294377;2017-05-13 01:30;2.664244
2017-05-13 15:15;2.81830840247618;2017-05-13 01:40;2.675587
2017-05-13 15:30;2.9615234717901;2017-05-13 01:50;2.632493
2017-05-13 15:45;2.92565540762507;2017-05-13 02:00;2.636246
2017-05-13 16:00;3.01095821871928;2017-05-13 02:10;2.627194
2017-05-13 16:15;3.04171609553749;2017-05-13 02:20;2.61546
2017-05-13 16:30;3.08954582229399;2017-05-13 02:30;2.615143
2017-05-13 16:45;3.08499162574431;2017-05-13 02:40;2.493448
2017-05-13 17:00;3.11890087188106;2017-05-13 02:50;2.526033
2017-05-13 17:15;3.18436947173134;2017-05-13 03:01;2.485211
2017-05-13 17:30;3.17246006148861;2017-05-13 03:10;2.460846
2017-05-13 17:45;3.17845864547726;2017-05-13 03:20;2.395641
2017-05-13 18:00;3.1679712280018;2017-05-13 03:30;2.397168
2017-05-13 18:15;3.19450069239649;2017-05-13 03:40;2.338886
2017-05-13 18:30;3.11964725900881;2017-05-13 03:50;2.313292
2017-05-13 18:45;3.17520249442123;2017-05-13 04:00;2.307177
2017-05-13 19:00;3.06630563654441;2017-05-13 04:10;2.349516
2017-05-13 19:15;3.0276832384536;2017-05-13 04:20;2.339127
2017-05-13 19:30;3.1596150044923;2017-05-13 04:30;2.418752
2017-05-13 19:45;3.02822267597249;2017-05-13 04:40;2.455122
2017-05-13 20:00;2.90318134618116;2017-05-13 04:50;2.421208
2017-05-13 20:15;2.86283320290941;2017-05-13 05:00;2.513467
2017-05-13 20:30;2.92680177583397;2017-05-13 05:10;2.508942
2017-05-13 20:45;2.97976734543124;2017-05-13 05:20;2.451583
2017-05-13 21:00;2.97813421938049;2017-05-13 05:30;2.488394
2017-05-13 21:15;2.92713409119923;2017-05-13 05:40;2.466682
2017-05-13 21:30;2.96631340538666;2017-05-13 05:50;2.63438
2017-05-13 21:45;3.04288899533538;2017-05-13 06:00;2.735516
2017-05-13 22:00;3.1130358904951;2017-05-13 06:10;2.665279
2017-05-13 22:15;3.09015471813286;2017-05-13 06:20;2.666036
2017-05-13 22:30;3.09015471813286;2017-05-13 06:29;2.656009
2017-05-13 22:45;3.16369276697405;2017-05-13 06:39;2.612598
2017-05-13 23:00;3.30301090199112;2017-05-13 06:49;2.612007
2017-05-13 23:15;3.23379917740937;2017-05-13 06:59;2.740446
2017-05-13 23:30;3.27241492381677;2017-05-13 07:09;2.745264
2017-05-13 23:45;3.18325524601679;2017-05-13 07:19;2.752837
2017-05-14 00:00;3.0212721375059;2017-05-13 07:29;2.690003
2017-05-14 00:15;3.01873370131378;2017-05-13 07:39;2.64152
2017-05-14 00:30;2.80129329208558;2017-05-13 07:49;2.689714
2017-05-14 00:45;2.80709461851531;2017-05-13 07:59;2.693253
2017-05-14 01:00;2.63427994989387;2017-05-13 08:09;2.858328
2017-05-14 01:15;2.53996122970531;2017-05-13 08:19;3.045216
2017-05-14 01:30;2.4602625965812;2017-05-13 08:29;3.356295
2017-05-14 01:45;2.30358305053905;2017-05-13 08:39;3.473123
2017-05-14 02:00;2.11186761656773;2017-05-13 08:49;3.601825
2017-05-14 02:15;2.20355164632544;2017-05-13 08:59;3.500684
2017-05-14 02:30;2.22848861588619;2017-05-13 09:09;3.476161
2017-05-14 02:45;2.32280284284996;2017-05-13 09:19;3.380385
2017-05-14 03:00;2.312778457674;2017-05-13 09:29;3.523639
2017-05-14 03:15;2.31852349676554;2017-05-13 09:39;3.477574
2017-05-14 03:30;2.31166070315751;2017-05-13 09:48;3.217656
2017-05-14 03:45;2.24913237918649;2017-05-13 09:58;3.22603
2017-05-14 04:00;2.36583805616139;2017-05-13 10:08;3.103073
2017-05-14 04:15;2.27028894612049;2017-05-13 10:18;3.147696
2017-05-14 04:30;2.62470465452753;2017-05-13 10:28;3.192807
2017-05-14 04:45;2.51313850948201;2017-05-13 10:38;3.170231
2017-05-14 05:00;2.55559985897888;2017-05-13 10:48;3.06308
2017-05-14 05:15;2.90023319042711;2017-05-13 10:58;3.062159
2017-05-14 05:30;3.22575209984944;2017-05-13 11:08;3.103111
2017-05-14 05:45;3.12919009305628;2017-05-13 11:18;3.064197
2017-05-14 06:00;3.24209240942545;2017-05-13 11:28;2.988086
2017-05-14 06:15;3.14083321739432;2017-05-13 11:38;2.941147
2017-05-14 06:30;3.12626614622491;2017-05-13 11:48;2.967604
2017-05-14 06:45;3.30421873728268;2017-05-13 11:58;3.028658
2017-05-14 07:00;2.77807508706133;2017-05-13 12:08;2.851146
2017-05-14 07:15;2.3581600927244;2017-05-13 12:18;2.770924
2017-05-14 07:30;2.37753638501272;2017-05-13 12:28;2.724066
2017-05-14 07:45;2.00904520630943;2017-05-13 12:38;2.690183
2017-05-14 08:00;2.13703480836;2017-05-13 12:48;2.645877
2017-05-14 08:15;1.72793411895437;2017-05-13 12:58;2.64071
